Freq[Hz]     dBSPL  Phase[Deg]
7561.35     94.381   -49.920
7671.33     93.925   -51.962
7782.91     93.438   -53.239
7896.12     92.975   -53.725
8010.97     92.557   -53.485
8127.49     92.222   -52.606
8245.71     92.023   -51.291
8365.65     91.984   -49.872
8487.33     92.109   -48.740
8610.78     92.387   -48.278
8736.03     92.764   -48.764
8863.09     93.129   -50.250
8992.01     93.378   -52.513
9122.80     93.447   -55.234
9255.50     93.302   -58.011
9390.12     92.954   -60.393
9526.70     92.486   -62.011
9665.27     91.965   -62.610
9805.86     91.508   -62.116
9948.49     91.197   -60.715
10093.2     91.057   -58.723
10240.0     91.128   -56.569
10388.9     91.395   -54.753
10540.1     91.848   -53.677
10693.4     92.453   -53.687
10848.9     93.099   -54.916
11006.7     93.712   -57.290
11166.8     94.205   -60.605
11329.2     94.541   -64.576
11494.0     94.720   -68.924
11661.2     94.754   -73.439
11830.8     94.681   -77.941
12002.9     94.530   -82.335
12177.5     94.308   -86.544
12354.6     94.012   -90.505
12534.3     93.641   -94.155
12716.6     93.197   -97.399
12901.6     92.717  -100.166
13089.2     92.243  -102.454
13279.6     91.815  -104.345
13472.8     91.487  -106.058
13668.8     91.253  -107.884
13867.6     91.096  -110.071
14069.3     90.980  -112.818
14273.9     90.815  -116.159
14481.5     90.537  -119.956
14692.2     90.107  -124.021
14905.9     89.491  -128.130
15122.7     88.698  -131.980
15342.7     87.741  -135.264
15565.8     86.648  -137.731
15792.2     85.426  -139.136
16021.9     84.132  -139.251
16255.0     82.868  -137.974
16491.4     81.672  -135.309
16731.3     80.571  -131.211
16974.7     79.593  -125.621
17221.6     78.790  -118.458
17472.1     78.361  -110.179
17726.2     78.504  -102.213
17984.0     79.157   -96.266
18245.6     80.015   -93.102
18511.0     80.783   -92.377
18780.2     81.301   -93.343
19053.4     81.528   -95.252
19330.5     81.483   -97.490
19611.7     81.231   -99.578
19897.0     80.817  -101.159
20186.4     80.305  -102.018
20480.0     79.721  -102.038
20777.9     79.095  -101.120
21080.1     78.462   -99.162
21386.7     77.828   -95.958
21697.8     77.208   -90.999
22013.4     76.683   -83.593
22333.6     76.659   -73.438
22658.4     77.643   -64.070
22988.0     79.991   -58.896
23322.4     82.333   -59.413
23661.6     83.795   -63.460
24005.8     84.687   -69.069
24355.0     84.934   -75.773
24709.2     84.724   -82.719
25068.6     84.389   -88.692
25433.2     84.028   -93.789
25803.2     83.665   -97.836
26178.5     83.302  -101.175
26559.3     82.938  -104.023
26945.6     82.575  -106.499
27337.5     82.212  -108.680
27735.2     81.848  -110.616
28138.6     81.485  -112.347
28547.9     81.122  -113.900
28963.1     80.758  -115.295
29384.4     80.395  -116.550
29811.8     80.032  -117.677
30245.4     79.669  -118.688
30685.3     79.305  -119.589
31131.7     78.942  -120.389
31584.5     78.579  -121.092
32043.9     78.215  -121.703
32510.0     77.852  -122.223
32982.8     77.489  -122.657
33462.6     77.126  -123.003
33949.3     76.762  -123.264
34443.1     76.399  -123.438
34944.1     76.036  -123.524
35452.4     75.672  -123.517
35968.0     75.309  -123.414
36491.2     74.946  -123.205
37022.0     74.583  -122.879
37560.5     74.219  -122.413
38106.8     73.861  -121.874
38661.1     73.517  -121.257
39223.4     73.253  -120.729
39793.9     73.071  -120.275
